<html><body><pre>
Object   H     G    Epoch    M         Peri.      Node       Incl.        e           n         a                     NObs NOpp   Arc    r.m.s.       Orbit ID
A10a1Gd 17.3  0.15  K18BI  94.45442  190.66094   93.58633    9.67954  0.3382329  0.52052792   1.5305236                  4   1    0 days 0.23         NEOCPV4887
A10a1Gd 17.3  0.15  K18BI  90.36982  191.56482   94.28017    9.53594  0.3542375  0.51369274   1.5440704                  4   1    0 days 0.23         NEOCPV4888
A10a1Gd 17.3  0.15  K18BI  86.43917  192.30511   94.99674    9.39353  0.3704280  0.50622937   1.5592096                  4   1    0 days 0.23         NEOCPV4889
A10a1Gd 17.3  0.15  K18BI  82.64735  192.89963   95.73474    9.25278  0.3867711  0.49815022   1.5760228                  4   1    0 days 0.23         NEOCPV4890
A10a1Gd 17.3  0.15  K18BI  78.98536  193.35287   96.50105    9.11252  0.4032388  0.48949270   1.5945516                  4   1    0 days 0.23         NEOCPV4891
A10a1Gd 17.3  0.15  K18BI  75.43899  193.68295   97.29222    8.97374  0.4198078  0.48025207   1.6149406                  4   1    0 days 0.23         NEOCPV4892
A10a1Gd 17.3  0.15  K18BI  71.99784  193.90008   98.10955    8.83648  0.4364581  0.47043671   1.6373263                  4   1    0 days 0.23         NEOCPV4893
A10a1Gd 17.3  0.15  K18BI  68.65494  194.01067   98.95513    8.70062  0.4531729  0.46006826   1.6618349                  4   1    0 days 0.23         NEOCPV4894
A10a1Gd 17.3  0.15  K18BI  65.40277  194.02044   99.83197    8.56601  0.4699377  0.44915807   1.6886381                  4   1    0 days 0.23         NEOCPV4895
A10a1Gd 17.3  0.15  K18BI  62.23617  193.93852  100.73745    8.43328  0.4867402  0.43772701   1.7179103                  4   1    0 days 0.23         NEOCPV4896
A10a1Gd 17.3  0.15  K18BI  59.14901  193.76844  101.67533    8.30221  0.5035700  0.42578404   1.7498862                  4   1    0 days 0.23         NEOCPV4897
A10a1Gd 17.3  0.15  K18BI  56.13744  193.51650  102.64457    8.17321  0.5204179  0.41334903   1.7848077                  4   1    0 days 0.23         NEOCPV4898
A10a1Gd 17.3  0.15  K18BI  53.19793  193.18224  103.65062    8.04584  0.5372761  0.40044059   1.8229608                  4   1    0 days 0.23         NEOCPV4899
A10a1Gd 17.3  0.15  K18BI  50.32887  192.77201  104.69018    7.92081  0.5541378  0.38708871   1.8646431                  4   1    0 days 0.23         NEOCPV4900
A10a1Gd 17.3  0.15  K18BI  47.52624  192.28976  105.76470    7.79822  0.5709973  0.37330210   1.9102744                  4   1    0 days 0.23         NEOCPV4901
A10a1Gd 17.3  0.15  K18BI  44.78903  191.73335  106.87898    7.67781  0.5878493  0.35911019   1.9602775                  4   1    0 days 0.23         NEOCPV4902
A10a1Gd 17.3  0.15  K18BI  42.11553  191.10971  108.02934    7.56025  0.6046895  0.34453528   2.0151788                  4   1    0 days 0.23         NEOCPV4903
A10a1Gd 17.3  0.15  K18BI  39.50522  190.41372  109.22310    7.44509  0.6215141  0.32960772   2.0755720                  4   1    0 days 0.23         NEOCPV4904
A10a1Gd 17.3  0.15  K18BI  36.95667  189.65390  110.45496    7.33313  0.6383196  0.31434918   2.1422057                  4   1    0 days 0.23         NEOCPV4905
A10a1Gd 17.3  0.15  K18BI  34.47070  188.83070  111.72526    7.22454  0.6551032  0.29879944   2.2158968                  4   1    0 days 0.23         NEOCPV4906
A10a1Gd 17.3  0.15  K18BI  32.04672  187.93652  113.04422    7.11875  0.6718623  0.28298588   2.2976976                  4   1    0 days 0.23         NEOCPV4907
A10a1Gd 17.3  0.15  K18BI  29.68516  186.98290  114.40172    7.01684  0.6885948  0.26694421   2.3888509                  4   1    0 days 0.23         NEOCPV4908
A10a1Gd 17.2  0.15  K18BI 338.90403   73.39826   76.34252   16.41732  0.6825131  0.18466011   3.0541286                  4   1    0 days 0.23         NEOCPV4909
A10a1Gd 17.2  0.15  K18BI 336.58707   73.73255   76.54017   16.28159  0.6608352  0.20122403   2.8841388                  4   1    0 days 0.23         NEOCPV4910
A10a1Gd 17.2  0.15  K18BI 334.18264   74.09594   76.74178   16.14559  0.6393071  0.21776917   2.7361409                  4   1    0 days 0.23         NEOCPV4911
A10a1Gd 17.2  0.15  K18BI 331.69113   74.49071   76.94751   16.00934  0.6179338  0.23424295   2.6063038                  4   1    0 days 0.23         NEOCPV4912
A10a1Gd 17.2  0.15  K18BI 329.11139   74.92113   77.15749   15.87278  0.5967210  0.25060408   2.4915941                  4   1    0 days 0.23         NEOCPV4913
A10a1Gd 17.2  0.15  K18BI 326.44245   75.39080   77.37159   15.73613  0.5756753  0.26680816   2.3896629                  4   1    0 days 0.23         NEOCPV4914
A10a1Gd 17.2  0.15  K18BI 323.68262   75.90308   77.59048   15.59904  0.5548039  0.28281374   2.2986299                  4   1    0 days 0.23         NEOCPV4915
A10a1Gd 17.2  0.15  K18BI 320.82914   76.46379   77.81360   15.46197  0.5341155  0.29858531   2.2169561                  4   1    0 days 0.23         NEOCPV4916
A10a1Gd 17.2  0.15  K18BI 317.87813   77.07833   78.04176   15.32448  0.5136198  0.31409148   2.1433772                  4   1    0 days 0.23         NEOCPV4917
A10a1Gd 17.2  0.15  K18BI 314.82530   77.75335   78.27464   15.18687  0.4933283  0.32929954   2.0768668                  4   1    0 days 0.23         NEOCPV4918
A10a1Gd 17.2  0.15  K18BI 311.66595   78.49537   78.51226   15.04927  0.4732542  0.34417440   2.0165872                  4   1    0 days 0.23         NEOCPV4919
A10a1Gd 17.2  0.15  K18BI 308.39301   79.31269   78.75546   14.91125  0.4534127  0.35869161   1.9618023                  4   1    0 days 0.23         NEOCPV4920
A10a1Gd 17.2  0.15  K18BI 304.99769   80.21676   79.00350   14.77331  0.4338220  0.37283097   1.9118834                  4   1    0 days 0.23         NEOCPV4921
A10a1Gd 17.2  0.15  K18BI 301.47179   81.21662   79.25712   14.63518  0.4145029  0.38655903   1.8663460                  4   1    0 days 0.23         NEOCPV4922
A10a1Gd 17.2  0.15  K18BI 297.80357   82.32572   79.51639   14.49692  0.3954804  0.39985633   1.8247361                  4   1    0 days 0.23         NEOCPV4923
A10a1Gd 17.2  0.15  K18BI 293.98014   83.55873   79.78116   14.35874  0.3767837  0.41269897   1.7866815                  4   1    0 days 0.23         NEOCPV4924
A10a1Gd 17.2  0.15  K18BI 289.98453   84.93350   80.05211   14.22030  0.3584475  0.42507546   1.7518303                  4   1    0 days 0.23         NEOCPV4925
A10a1Gd 17.2  0.15  K18BI 285.80125   86.46779   80.32863   14.08218  0.3405133  0.43695026   1.7199456                  4   1    0 days 0.23         NEOCPV4926
A10a1Gd 17.2  0.15  K18BI 281.40759   88.18508   80.61144   13.94404  0.3230301  0.44831576   1.6907525                  4   1    0 days 0.23         NEOCPV4927
A10a1Gd 17.2  0.15  K18BI 276.77971   90.11052   80.90075   13.80593  0.3060571  0.45915307   1.6640424                  4   1    0 days 0.23         NEOCPV4928
A10a1Gd 17.2  0.15  K18BI 271.88803   92.27499   81.19640   13.66792  0.2896644  0.46945789   1.6396014                  4   1    0 days 0.23         NEOCPV4929
A10a1Gd 17.2  0.15  K18BI 266.70401   94.70856   81.49858   13.53017  0.2739363  0.47920407   1.6172943                  4   1    0 days 0.23         NEOCPV4930
A10a1Gd 17.2  0.15  K18BI 261.19476   97.44556   81.80733   13.39279  0.2589726  0.48837709   1.5969790                  4   1    0 days 0.23         NEOCPV4931
A10a1Gd 17.2  0.15  K18BI 255.32564  100.52178   82.12286   13.25580  0.2448916  0.49696622   1.5785250                  4   1    0 days 0.23         NEOCPV4932
A10a1Gd 17.2  0.15  K18BI 249.06252  103.97237   82.44530   13.11923  0.2318309  0.50496495   1.5618113                  4   1    0 days 0.23         NEOCPV4933
A10a1Gd 17.2  0.15  K18BI 242.37839  107.82591   82.77458   12.98329  0.2199484  0.51235846   1.5467499                  4   1    0 days 0.23         NEOCPV4934
A10a1Gd 17.2  0.15  K18BI 235.25460  112.10189   83.11076   12.84802  0.2094197  0.51914436   1.5332417                  4   1    0 days 0.23         NEOCPV4935
A10a1Gd 17.2  0.15  K18BI 227.69344  116.79972   83.45350   12.71373  0.2004327  0.52530949   1.5212218                  4   1    0 days 0.23         NEOCPV4936
A10a1Gd 17.2  0.15  K18BI 219.72383  121.89129   83.80336   12.58039  0.1931760  0.53084151   1.5106347                  4   1    0 days 0.23         NEOCPV4937
A10a1Gd 17.2  0.15  K18BI 211.40317  127.31951   84.16012   12.44806  0.1878235  0.53574619   1.5014008                  4   1    0 days 0.23         NEOCPV4938
A10a1Gd 17.2  0.15  K18BI 202.82973  132.98795   84.52336   12.31715  0.1845139  0.54000752   1.4934918                  4   1    0 days 0.23         NEOCPV4939
A10a1Gd 17.2  0.15  K18BI 194.12640  138.77324   84.89362   12.18742  0.1833310  0.54362810   1.4868533                  4   1    0 days 0.23         NEOCPV4940
A10a1Gd 17.2  0.15  K18BI 185.43208  144.53552   85.27174   12.05856  0.1842894  0.54660993   1.4814410                  4   1    0 days 0.23         NEOCPV4941
A10a1Gd 17.2  0.15  K18BI 173.91290  151.97367   85.90339   11.82683  0.1873305  0.54990319   1.4755204                  4   1    0 days 0.23         NEOCPV4942
A10a1Gd 17.2  0.15  K18BI 165.61457  157.24006   86.35928   11.67172  0.1923310  0.55150401   1.4726638                  4   1    0 days 0.23         NEOCPV4943
A10a1Gd 17.2  0.15  K18BI 157.67229  162.13808   86.82601   11.51828  0.1991198  0.55242733   1.4710224                  4   1    0 days 0.23         NEOCPV4944
A10a1Gd 17.2  0.15  K18BI 150.15507  166.59978   87.30887   11.36417  0.2074991  0.55273241   1.4704810                  4   1    0 days 0.23         NEOCPV4945
A10a1Gd 17.2  0.15  K18BI 143.06005  170.62698   87.80233   11.21233  0.2172640  0.55233655   1.4711835                  4   1    0 days 0.23         NEOCPV4946
A10a1Gd 17.2  0.15  K18BI 136.40019  174.20846   88.31121   11.06065  0.2282171  0.55130421   1.4730195                  4   1    0 days 0.23         NEOCPV4947
A10a1Gd 17.2  0.15  K18BI 130.14600  177.37220   88.83521   10.90980  0.2401772  0.54960316   1.4760574                  4   1    0 days 0.23         NEOCPV4948
A10a1Gd 17.2  0.15  K18BI 124.27176  180.14611   89.37460   10.75968  0.2529844  0.54725326   1.4802798                  4   1    0 days 0.23         NEOCPV4949
A10a1Gd 17.2  0.15  K18BI 118.73906  182.56798   89.92969   10.61057  0.2665002  0.54423888   1.4857407                  4   1    0 days 0.23         NEOCPV4950
A10a1Gd 17.2  0.15  K18BI 113.51384  184.67221   90.50147   10.46236  0.2806071  0.54056509   1.4924646                  4   1    0 days 0.23         NEOCPV4951
A10a1Gd 17.2  0.15  K18BI 108.56774  186.48697   91.09270   10.31438  0.2952062  0.53625859   1.5004443                  4   1    0 days 0.23         NEOCPV4952
A10a1Gd 17.2  0.15  K18BI 103.86621  188.04898   91.70102   10.16762  0.3102146  0.53130432   1.5097573                  4   1    0 days 0.23         NEOCPV4953
A10a1Gd 17.2  0.15  K18BI  99.38378  189.38300   92.32873   10.02165  0.3255632  0.52571648   1.5204366                  4   1    0 days 0.23         NEOCPV4954
A10a1Gd 17.2  0.15  K18BI  95.09551  190.51338   92.97731    9.87643  0.3411942  0.51949616   1.5325494                  4   1    0 days 0.23         NEOCPV4955
A10a1Gd 17.2  0.15  K18BI  90.98249  191.46106   93.64637    9.73221  0.3570594  0.51266125   1.5461408                  4   1    0 days 0.23         NEOCPV4956
A10a1Gd 17.2  0.15  K18BI  87.02430  192.24585   94.33702    9.58908  0.3731186  0.50520663   1.5613132                  4   1    0 days 0.23         NEOCPV4957
A10a1Gd 17.2  0.15  K18BI  83.20756  192.88042   95.05170    9.44672  0.3893378  0.49715339   1.5781288                  4   1    0 days 0.23         NEOCPV4958
A10a1Gd 17.2  0.15  K18BI  79.51837  193.37980   95.79029    9.30545  0.4056886  0.48850815   1.5966933                  4   1    0 days 0.23         NEOCPV4959
A10a1Gd 17.2  0.15  K18BI  75.94561  193.75639   96.55273    9.16553  0.4221467  0.47928353   1.6171155                  4   1    0 days 0.23         NEOCPV4960
A10a1Gd 17.2  0.15  K18BI  72.47808  194.02084   97.34049    9.02698  0.4386918  0.46948176   1.6395458                  4   1    0 days 0.23         NEOCPV4961
A10a1Gd 17.2  0.15  K18BI  69.10995  194.17770   98.15663    8.88949  0.4553065  0.45913131   1.6640950                  4   1    0 days 0.23         NEOCPV4962
A10a1Gd 17.2  0.15  K18BI  65.83383  194.23661   99.00004    8.75352  0.4719759  0.44824430   1.6909322                  4   1    0 days 0.23         NEOCPV4963
A10a1Gd 17.2  0.15  K18BI  62.64332  194.20320   99.87267    8.61906  0.4886872  0.43683296   1.7202535                  4   1    0 days 0.23         NEOCPV4964
A10a1Gd 17.2  0.15  K18BI  59.53373  194.08255  100.77552    8.48623  0.5054296  0.42491596   1.7522686                  4   1    0 days 0.23         NEOCPV4965
A10a1Gd 17.2  0.15  K18BI  56.50006  193.87996  101.70953    8.35518  0.5221936  0.41250531   1.7872406                  4   1    0 days 0.23         NEOCPV4966
A10a1Gd 17.2  0.15  K18BI  53.53886  193.60106  102.67396    8.22627  0.5389710  0.39961989   1.8254558                  4   1    0 days 0.23         NEOCPV4967
A10a1Gd 17.2  0.15  K18BI  50.64859  193.24011  103.67773    8.09861  0.5557549  0.38629003   1.8672124                  4   1    0 days 0.23         NEOCPV4968
A10a1Gd 17.2  0.15  K18BI  47.82591  192.81294  104.70961    7.97392  0.5725389  0.37252979   1.9129137                  4   1    0 days 0.23         NEOCPV4969
A10a1Gd 17.2  0.15  K18BI  45.06901  192.31145  105.78121    7.85105  0.5893180  0.35836260   1.9630029                  4   1    0 days 0.23         NEOCPV4970
A10a1Gd 17.2  0.15  K18BI  42.37712  191.74249  106.88797    7.73080  0.6060873  0.34381816   2.0179799                  4   1    0 days 0.23         NEOCPV4971
A10a1Gd 17.2  0.15  K18BI  39.74933  191.10431  108.03419    7.61299  0.6228429  0.32892408   2.0784469                  4   1    0 days 0.23         NEOCPV4972
A10a1Gd 17.2  0.15  K18BI  37.18412  190.39936  109.22072    7.49784  0.6395812  0.31370156   2.1451529                  4   1    0 days 0.23         NEOCPV4973
A10a1Gd 17.2  0.15  K18BI  34.68098  189.63337  110.44425    7.38592  0.6562992  0.29817885   2.2189703                  4   1    0 days 0.23         NEOCPV4974
A10a1Gd 17.2  0.15  K18BI  32.24075  188.80132  111.71072    7.27694  0.6729941  0.28239557   2.3008985                  4   1    0 days 0.23         NEOCPV4975
A10a1Gd 17.2  0.15  K18BI  29.86363  187.90428  113.02081    7.17112  0.6896636  0.26638545   2.3921903                  4   1    0 days 0.23         NEOCPV4976
A10a1Gd 17.2  0.15  K18BI 338.75629   73.94840   76.20457   16.61477  0.6830789  0.18428975   3.0582191                  4   1    0 days 0.23         NEOCPV4977
A10a1Gd 17.2  0.15  K18BI 336.42144   74.30025   76.39822   16.47954  0.6614582  0.20082063   2.8879999                  4   1    0 days 0.23         NEOCPV4978
A10a1Gd 17.2  0.15  K18BI 333.99830   74.68160   76.59580   16.34397  0.6399904  0.21733114   2.7398161                  4   1    0 days 0.23         NEOCPV4979
A10a1Gd 17.2  0.15  K18BI 331.48688   75.09556   76.79735   16.20814  0.6186809  0.23377186   2.6098040                  4   1    0 days 0.23         NEOCPV4980
A10a1Gd 17.2  0.15  K18BI 328.88623   75.54632   77.00275   16.07219  0.5975357  0.25009978   2.4949423                  4   1    0 days 0.23         NEOCPV4981
A10a1Gd 17.2  0.15  K18BI 326.19518   76.03691   77.21270   15.93575  0.5765616  0.26627161   2.3928720                  4   1    0 days 0.23         NEOCPV4982
A10a1Gd 17.2  0.15  K18BI 323.41209   76.57167   77.42682   15.79917  0.5557663  0.28224551   2.3017140                  4   1    0 days 0.23         NEOCPV4983
A10a1Gd 17.2  0.15  K18BI 320.53399   77.15593   77.64528   15.66242  0.5351588  0.29798721   2.2199216                  4   1    0 days 0.23         NEOCPV4984
A10a1Gd 17.2  0.15  K18BI 317.55763   77.79487   77.86832   15.52546  0.5147494  0.31346043   2.1462529                  4   1    0 days 0.23         NEOCPV4985
A10a1Gd 17.2  0.15  K18BI 314.47799   78.49564   78.09606   15.38827  0.4945499  0.32863775   2.0796540                  4   1    0 days 0.23         NEOCPV4986
A10a1Gd 17.2  0.15  K18BI 311.29035   79.26469   78.32863   15.25091  0.4745742  0.34348414   2.0192880                  4   1    0 days 0.23         NEOCPV4987
A10a1Gd 17.2  0.15  K18BI 307.98714   80.11167   78.56602   15.11343  0.4548382  0.35797850   1.9644068                  4   1    0 days 0.23         NEOCPV4988
A10a1Gd 17.2  0.15  K18BI 304.56168   81.04461   78.80855   14.97580  0.4353606  0.37208604   1.9144343                  4   1    0 days 0.23         NEOCPV4989
A10a1Gd 17.2  0.15  K18BI 301.00420   82.07515   79.05623   14.83810  0.4161631  0.38578500   1.8688416                  4   1    0 days 0.23         NEOCPV4990
A10a1Gd 17.2  0.15  K18BI 297.30332   83.21611   79.30933   14.70028  0.3972715  0.39905408   1.8271809                  4   1    0 days 0.23         NEOCPV4991
A10a1Gd 17.2  0.15  K18BI 293.44531   84.48301   79.56768   14.56248  0.3787158  0.41187580   1.7890612                  4   1    0 days 0.23         NEOCPV4992
A10a1Gd 17.2  0.15  K18BI 289.41575   85.89133   79.83183   14.42457  0.3605319  0.42422437   1.7541725                  4   1    0 days 0.23         NEOCPV4993
A10a1Gd 17.2  0.15  K18BI 285.19732   87.45984   80.10194   14.28660  0.3427620  0.43607843   1.7222373                  4   1    0 days 0.23         NEOCPV4994
A10a1Gd 17.2  0.15  K18BI 280.76860   89.21159   80.37782   14.14873  0.3254564  0.44742594   1.6929934                  4   1    0 days 0.23         NEOCPV4995
A10a1Gd 17.2  0.15  K18BI 276.10651   91.17107   80.65956   14.01104  0.3086748  0.45824874   1.6662310                  4   1    0 days 0.23         NEOCPV4996
A10a1Gd 17.2  0.15  K18BI 271.18552   93.36486   80.94770   13.87340  0.2924883  0.46852754   1.6417712                  4   1    0 days 0.23         NEOCPV4997
A10a1Gd 17.2  0.15  K18BI 265.97619   95.82441   81.24158   13.73625  0.2769813  0.47825099   1.6194422                  4   1    0 days 0.23         NEOCPV4998
A10a1Gd 17.2  0.15  K18BI 260.44747   98.58102   81.54234   13.59913  0.2622534  0.48740677   1.5990977                  4   1    0 days 0.23         NEOCPV4999
A10a1Gd 17.2  0.15  K18BI 254.56655  101.66912   81.84944   13.46236  0.2484215  0.49598941   1.5805969                  4   1    0 days 0.23         NEOCPV5000
A10a1Gd 17.2  0.15  K18BI 248.30852  105.11580   82.16298   13.32625  0.2356207  0.50396621   1.5638740                  4   1    0 days 0.23         NEOCPV5001
A10a1Gd 17.2  0.15  K18BI 241.64194  108.95163   82.48341   13.19035  0.2240040  0.51136231   1.5487580                  4   1    0 days 0.23         NEOCPV5002
A10a1Gd 17.2  0.15  K18BI 234.56427  113.18347   82.80996   13.05560  0.2137401  0.51812429   1.5352535                  4   1    0 days 0.23         NEOCPV5003
A10a1Gd 17.2  0.15  K18BI 227.07116  117.81391   83.14323   12.92143  0.2050071  0.52428445   1.5232040                  4   1    0 days 0.23         NEOCPV5004
A10a1Gd 17.2  0.15  K18BI 219.19858  122.80980   83.48292   12.78836  0.1979817  0.52981029   1.5125943                  4   1    0 days 0.23         NEOCPV5005
A10a1Gd 17.2  0.15  K18BI 211.00227  128.11500   83.82924   12.65623  0.1928245  0.53471122   1.5033376                  4   1    0 days 0.23         NEOCPV5006
A10a1Gd 17.2  0.15  K18BI 202.57467  133.63816   84.18224   12.52521  0.1896614  0.53897527   1.4953981                  4   1    0 days 0.23         NEOCPV5007
A10a1Gd 17.2  0.15  K18BI 194.03328  139.26320   84.54138   12.39562  0.1885668  0.54259373   1.4887423                  4   1    0 days 0.23         NEOCPV5008
A10a1Gd 17.2  0.15  K18BI 185.50470  144.86151   84.90834   12.26676  0.1895506  0.54557288   1.4833178                  4   1    0 days 0.23         NEOCPV5009
A10a1Gd 17.2  0.15  K18BI 174.13311  152.13349   85.52577   12.03356  0.1925560  0.54886159   1.4773866                  4   1    0 days 0.23         NEOCPV5010
A10a1Gd 17.2  0.15  K18BI 165.97911  157.25970   85.96935   11.87775  0.1974667  0.55047020   1.4745070                  4   1    0 days 0.23         NEOCPV5011
A10a1Gd 17.2  0.15  K18BI 158.15861  162.04035   86.42386   11.72335  0.2041221  0.55140726   1.4728360                  4   1    0 days 0.23         NEOCPV5012
A10a1Gd 17.2  0.15  K18BI 150.72490  166.42276   86.89061   11.56988  0.2123364  0.55168253   1.4723460                  4   1    0 days 0.23         NEOCPV5013
A10a1Gd 17.2  0.15  K18BI 143.69965  170.38542   87.37057   11.41714  0.2219160  0.55129784   1.4730309                  4   1    0 days 0.23         NEOCPV5014
A10a1Gd 17.2  0.15  K18BI 137.08104  173.93124   87.86351   11.26536  0.2326729  0.55025260   1.4748957                  4   1    0 days 0.23         NEOCPV5015
A10a1Gd 17.2  0.15  K18BI 130.85441  177.07471   88.37143   11.11399  0.2444334  0.54855848   1.4779308                  4   1    0 days 0.23         NEOCPV5016
A10a1Gd 17.2  0.15  K18BI 124.98733  179.84865   88.89303   10.96383  0.2570427  0.54619226   1.4821962                  4   1    0 days 0.23         NEOCPV5017
A10a1Gd 17.2  0.15  K18BI 119.45734  182.27626   89.43135   10.81387  0.2703661  0.54319263   1.4876478                  4   1    0 days 0.23         NEOCPV5018
A10a1Gd 17.2  0.15  K18BI 114.22629  184.39515   89.98598   10.66469  0.2842881  0.53953568   1.4943624                  4   1    0 days 0.23         NEOCPV5019
A10a1Gd 17.2  0.15  K18BI 109.26259  186.23836   90.55631   10.51664  0.2987109  0.53522066   1.5023835                  4   1    0 days 0.23         NEOCPV5020
A10a1Gd 17.2  0.15  K18BI 104.54069  187.83197   91.14390   10.36942  0.3135522  0.53026642   1.5117267                  4   1    0 days 0.23         NEOCPV5021
A10a1Gd 17.2  0.15  K18BI 100.03683  189.19821   91.75203   10.22238  0.3287427  0.52468949   1.5224200                  4   1    0 days 0.23         NEOCPV5022
A10a1Gd 17.2  0.15  K18BI  95.72586  190.36493   92.37838   10.07641  0.3442245  0.51848541   1.5345405                  4   1    0 days 0.23         NEOCPV5023
A10a1Gd 17.2  0.15  K18BI  91.58609  191.35239   93.02507    9.93128  0.3599490  0.51165243   1.5481725                  4   1    0 days 0.23         NEOCPV5024
A10a1Gd 17.2  0.15  K18BI  87.60347  192.17519   93.69369    9.78680  0.3758752  0.50421747   1.5633545                  4   1    0 days 0.23         NEOCPV5025
A10a1Gd 17.2  0.15  K18BI  83.76097  192.85233   94.38283    9.64356  0.3919688  0.49617887   1.5801945                  4   1    0 days 0.23         NEOCPV5026
A10a1Gd 17.2  0.15  K18BI  80.04505  193.39748   95.09345    9.50162  0.4082005  0.48754313   1.5987996                  4   1    0 days 0.23         NEOCPV5027
A10a1Gd 17.2  0.15  K18BI  76.44825  193.81444   95.83135    9.35999  0.4245459  0.47834378   1.6192328                  4   1    0 days 0.23         NEOCPV5028
A10a1Gd 17.2  0.15  K18BI  72.95484  194.12473   96.59042    9.22028  0.4409838  0.46855443   1.6417084                  4   1    0 days 0.23         NEOCPV5029
A10a1Gd 17.2  0.15  K18BI  69.56216  194.32962   97.37460    9.08184  0.4574963  0.45822243   1.6662947                  4   1    0 days 0.23         NEOCPV5030
A10a1Gd 17.2  0.15  K18BI  66.26296  194.43240   98.18903    8.94408  0.4740682  0.44736067   1.6931581                  4   1    0 days 0.23         NEOCPV5031
A10a1Gd 17.2  0.15  K18BI  63.04816  194.44816   99.02835    8.80825  0.4906863  0.43596313   1.7225409                  4   1    0 days 0.23         NEOCPV5032
A10a1Gd 17.2  0.15  K18BI  59.91611  194.37445   99.89860    8.67358  0.5073393  0.42406883   1.7546015                  4   1    0 days 0.23         NEOCPV5033
A10a1Gd 17.2  0.15  K18BI  56.85964  194.22027  100.79890    8.54056  0.5240174  0.41167441   1.7896446                  4   1    0 days 0.23         NEOCPV5034
A10a1Gd 17.2  0.15  K18BI  53.87873  193.98895  101.72770    8.40961  0.5407120  0.39882388   1.8278839                  4   1    0 days 0.23         NEOCPV5035
A10a1Gd 17.2  0.15  K18BI  50.96777  193.68232  102.68999    8.28035  0.5574160  0.38551762   1.8697056                  4   1    0 days 0.23         NEOCPV5036
A10a1Gd 17.2  0.15  K18BI  48.12500  193.30213  103.68736    8.15286  0.5741228  0.37178141   1.9154799                  4   1    0 days 0.23         NEOCPV5037
A10a1Gd 17.2  0.15  K18BI  45.34886  192.85588  104.71542    8.02795  0.5908269  0.35764043   1.9656445                  4   1    0 days 0.23         NEOCPV5038
A10a1Gd 17.2  0.15  K18BI  42.63900  192.33968  105.78000    7.90516  0.6075234  0.34312807   2.0206847                  4   1    0 days 0.23         NEOCPV5039
A10a1Gd 17.2  0.15  K18BI  39.99254  191.75472  106.88457    7.78444  0.6242082  0.32825593   2.0812664                  4   1    0 days 0.23         NEOCPV5040
A10a1Gd 17.2  0.15  K18BI  37.41004  191.11025  108.02087    7.66691  0.6408774  0.31306221   2.1480726                  4   1    0 days 0.23         NEOCPV5041
A10a1Gd 17.2  0.15  K18BI  34.89099  190.39515  109.20245    7.55147  0.6575279  0.29757572   2.2219676                  4   1    0 days 0.23         NEOCPV5042
A10a1Gd 17.2  0.15  K18BI  32.43444  189.62186  110.41987    7.43932  0.6741569  0.28182054   2.3040273                  4   1    0 days 0.23         NEOCPV5043
A10a1Gd 17.2  0.15  K18BI  30.04175  188.78535  111.67859    7.33021  0.6907618  0.26584048   2.3954585                  4   1    0 days 0.23         NEOCPV5044
A10a1Gd 17.1  0.15  K18BI 338.60854   74.50194   76.06424   16.81463  0.6836660  0.18392755   3.0622327                  4   1    0 days 0.23         NEOCPV5045
A10a1Gd 17.1  0.15  K18BI 336.25580   74.87130   76.25393   16.67988  0.6621044  0.20042635   2.8917861                  4   1    0 days 0.23         NEOCPV5046
A10a1Gd 17.1  0.15  K18BI 333.81360   75.27121   76.44758   16.54470  0.6406990  0.21690637   2.7433919                  4   1    0 days 0.23         NEOCPV5047
A10a1Gd 17.1  0.15  K18BI 331.28217   75.70456   76.64494   16.40934  0.6194555  0.23331614   2.6132013                  4   1    0 days 0.23         NEOCPV5048
A10a1Gd 17.1  0.15  K18BI 328.66082   76.17477   76.84628   16.27369  0.5983800  0.24961041   2.4982022                  4   1    0 days 0.23         NEOCPV5049
A10a1Gd 17.1  0.15  K18BI 325.94803   76.68616   77.05163   16.13781  0.5774798  0.26574867   2.3960101                  4   1    0 days 0.23         NEOCPV5050
A10a1Gd 17.1  0.15  K18BI 323.14167   77.24325   77.26117   16.00166  0.5567630  0.28169278   2.3047239                  4   1    0 days 0.23         NEOCPV5051
A10a1Gd 17.1  0.15  K18BI 320.23924   77.85071   77.47497   15.86530  0.5362390  0.29740432   2.2228212                  4   1    0 days 0.23         NEOCPV5052
A10a1Gd 17.1  0.15  K18BI 317.23741   78.51393   77.69319   15.72872  0.5159184  0.31284783   2.1490538                  4   1    0 days 0.23         NEOCPV5053
A10a1Gd 17.1  0.15  K18BI 314.13074   79.24060   77.91594   15.59189  0.4958137  0.32799861   2.0823547                  4   1    0 days 0.23         NEOCPV5054
A10a1Gd 17.1  0.15  K18BI 310.91534   80.03640   78.14310   15.45506  0.4759392  0.34281566   2.0219121                  4   1    0 days 0.23         NEOCPV5055
A10a1Gd 17.1  0.15  K18BI 307.58408   80.91011   78.37513   15.31801  0.4563114  0.35727525   1.9669837                  4   1    0 days 0.23         NEOCPV5056
A10a1Gd 17.1  0.15  K18BI 304.12830   81.87231   78.61205   15.18079  0.4369498  0.37135653   1.9169407                  4   1    0 days 0.23         NEOCPV5057
