<html><body><pre>
Object   H     G    Epoch    M         Peri.      Node       Incl.        e           n         a                     NObs NOpp   Arc    r.m.s.       Orbit ID
A10a1Gd 22.0  0.15  K18BI 309.25052   36.00635   87.29238    3.01198  0.1738039  0.73094766   1.2205208                  4   1    0 days 0.23         NEOCPV0399
A10a1Gd 22.0  0.15  K18BI 308.69574   32.03726   89.67045    2.81950  0.1537654  0.74247518   1.2078549                  4   1    0 days 0.24         NEOCPV0400
A10a1Gd 22.0  0.15  K18BI 308.60474   27.23755   92.40674    2.63278  0.1339677  0.75305349   1.1965169                  4   1    0 days 0.23         NEOCPV0401
A10a1Gd 22.0  0.15  K18BI 309.21445   21.29846   95.57348    2.45420  0.1144886  0.76259062   1.1865200                  4   1    0 days 0.23         NEOCPV0402
A10a1Gd 22.0  0.15  K18BI 310.93087   13.73941   99.24624    2.28652  0.0954677  0.77101444   1.1778619                  4   1    0 days 0.23         NEOCPV0403
A10a1Gd 22.0  0.15  K18BI 314.50431    3.74124  103.49536    2.13313  0.0771767  0.77825592   1.1705440                  4   1    0 days 0.25         NEOCPV0404
A10a1Gd 21.9  0.15  K18BI 321.42241  349.76577  108.37232    2.00084  0.0601988  0.78401826   1.1648015                  4   1    0 days 0.23         NEOCPV0405
A10a1Gd 21.9  0.15  K18BI 334.54221  329.01042  113.82698    1.89804  0.0459024  0.78794233   1.1609310                  4   1    0 days 0.25         NEOCPV0406
A10a1Gd 21.9  0.15  K18BI 357.25140  298.12216  119.83908    1.80982  0.0373608  0.79125138   1.1576921                  4   1    0 days 0.23         NEOCPV0407
A10a1Gd 21.9  0.15  K18BI  25.01937  261.23415  126.80092    1.71103  0.0384793  0.79581746   1.1532596                  4   1    0 days 0.24         NEOCPV0408
A10a1Gd 21.9  0.15  K18BI  45.50939  230.03173  135.33833    1.60552  0.0484984  0.80211952   1.1472111                  4   1    0 days 0.24         NEOCPV0409
A10a1Gd 22.0  0.15  K18BI  56.89849  207.25813  144.53668    1.55206  0.0632529  0.80642238   1.1431266                  4   1    0 days 0.33         NEOCPV0410
A10a1Gd 22.0  0.15  K18BI  62.88172  189.66892  153.95425    1.54639  0.0801132  0.80925854   1.1404542                  4   1    0 days 0.31         NEOCPV0411
A10a1Gd 22.0  0.15  K18BI  65.91313  175.56546  162.84063    1.58797  0.0979533  0.81030426   1.1394728                  4   1    0 days 0.24         NEOCPV0412
A10a1Gd 22.0  0.15  K18BI  67.32003  163.67067  171.14482    1.66597  0.1162862  0.81045160   1.1393347                  4   1    0 days 0.24         NEOCPV0413
A10a1Gd 22.0  0.15  K18BI  67.71981  153.76576  178.47045    1.77677  0.1348799  0.80935447   1.1403641                  4   1    0 days 0.24         NEOCPV0414
A10a1Gd 22.0  0.15  K18BI  67.48194  145.46816  184.83098    1.91365  0.1536130  0.80721568   1.1423775                  4   1    0 days 0.24         NEOCPV0415
A10a1Gd 22.0  0.15  K18BI  66.81259  138.52039  190.27861    2.07159  0.1724167  0.80403950   1.1453840                  4   1    0 days 0.23         NEOCPV0416
A10a1Gd 22.0  0.15  K18BI  65.84175  132.68921  194.91735    2.24608  0.1912497  0.79986064   1.1493699                  4   1    0 days 0.23         NEOCPV0417
A10a1Gd 22.0  0.15  K18BI  64.65156  127.77697  198.86363    2.43371  0.2100861  0.79467654   1.1543632                  4   1    0 days 0.23         NEOCPV0418
A10a1Gd 22.0  0.15  K18BI  63.30006  123.60859  202.23529    2.63184  0.2289087  0.78851783   1.1603661                  4   1    0 days 0.23         NEOCPV0419
A10a1Gd 22.0  0.15  K18BI  61.82601  120.05004  205.12850    2.83841  0.2477060  0.78138538   1.1674166                  4   1    0 days 0.23         NEOCPV0420
A10a1Gd 22.0  0.15  K18BI  60.25916  116.98745  207.62820    3.05188  0.2664703  0.77330405   1.1755358                  4   1    0 days 0.23         NEOCPV0421
A10a1Gd 22.0  0.15  K18BI  58.62018  114.33530  209.80019    3.27100  0.2851960  0.76427790   1.1847731                  4   1    0 days 0.23         NEOCPV0422
A10a1Gd 22.0  0.15  K18BI  56.92686  112.01725  211.70372    3.49509  0.3038793  0.75434029   1.1951558                  4   1    0 days 0.23         NEOCPV0423
A10a1Gd 22.1  0.15  K18BI  55.18945  109.98588  213.37715    3.72310  0.3225177  0.74347356   1.2067733                  4   1    0 days 0.23         NEOCPV0424
A10a1Gd 22.1  0.15  K18BI  53.42009  108.18924  214.86098    3.95471  0.3411094  0.73172023   1.2196616                  4   1    0 days 0.23         NEOCPV0425
A10a1Gd 22.1  0.15  K18BI  51.62577  106.59437  216.18225    4.18933  0.3596531  0.71908123   1.2339117                  4   1    0 days 0.23         NEOCPV0426
A10a1Gd 22.1  0.15  K18BI  49.81387  105.16974  217.36594    4.42667  0.3781482  0.70558317   1.2495987                  4   1    0 days 0.23         NEOCPV0427
A10a1Gd 22.1  0.15  K18BI  47.98970  103.89186  218.43127    4.66641  0.3965945  0.69124029   1.2668252                  4   1    0 days 0.23         NEOCPV0428
A10a1Gd 22.1  0.15  K18BI  46.15821  102.74024  219.39470    4.90832  0.4149918  0.67607538   1.2856990                  4   1    0 days 0.23         NEOCPV0429
A10a1Gd 22.1  0.15  K18BI  44.32368  101.69807  220.26975    5.15220  0.4333403  0.66011169   1.3063446                  4   1    0 days 0.23         NEOCPV0430
A10a1Gd 22.1  0.15  K18BI  42.48936  100.75211  221.06749    5.39789  0.4516405  0.64336701   1.3289139                  4   1    0 days 0.23         NEOCPV0431
A10a1Gd 22.1  0.15  K18BI  40.65892   99.88979  221.79777    5.64527  0.4698927  0.62587236   1.3535642                  4   1    0 days 0.23         NEOCPV0432
A10a1Gd 22.1  0.15  K18BI  38.83479   99.10241  222.46808    5.89414  0.4880976  0.60764671   1.3804964                  4   1    0 days 0.23         NEOCPV0433
A10a1Gd 22.1  0.15  K18BI  37.02015   98.38029  223.08585    6.14450  0.5062560  0.58872610   1.4099180                  4   1    0 days 0.23         NEOCPV0434
A10a1Gd 22.1  0.15  K18BI  35.21729   97.71668  223.65670    6.39620  0.5243685  0.56913779   1.4420858                  4   1    0 days 0.23         NEOCPV0435
A10a1Gd 22.1  0.15  K18BI  33.42848   97.10550  224.18567    6.64918  0.5424360  0.54891278   1.4772948                  4   1    0 days 0.23         NEOCPV0436
A10a1Gd 22.1  0.15  K18BI  31.65616   96.54089  224.67725    6.90340  0.5604596  0.52808923   1.5158789                  4   1    0 days 0.23         NEOCPV0437
A10a1Gd 22.1  0.15  K18BI  29.90219   96.01877  225.13505    7.15875  0.5784400  0.50669908   1.5582458                  4   1    0 days 0.23         NEOCPV0438
A10a1Gd 22.1  0.15  K18BI  28.16865   95.53505  225.56239    7.41521  0.5963783  0.48478158   1.6048655                  4   1    0 days 0.23         NEOCPV0439
A10a1Gd 22.1  0.15  K18BI  26.45784   95.08551  225.96233    7.67275  0.6142756  0.46238281   1.6562845                  4   1    0 days 0.23         NEOCPV0440
A10a1Gd 22.1  0.15  K18BI  24.77154   94.66753  226.33728    7.93131  0.6321329  0.43954324   1.7131747                  4   1    0 days 0.23         NEOCPV0441
A10a1Gd 22.1  0.15  K18BI  23.11179   94.27832  226.68944    8.19081  0.6499513  0.41631077   1.7763326                  4   1    0 days 0.23         NEOCPV0442
A10a1Gd 22.1  0.15  K18BI  21.48065   93.91526  227.02090    8.45130  0.6677319  0.39273639   1.8467238                  4   1    0 days 0.23         NEOCPV0443
A10a1Gd 22.1  0.15  K18BI  19.88011   93.57646  227.33331    8.71267  0.6854759  0.36887269   1.9255363                  4   1    0 days 0.23         NEOCPV0444
A10a1Gd 21.9  0.15  K18BI 346.70551   63.20134   68.55926    8.03807  0.6928089  0.24452385   2.5327281                  4   1    0 days 0.24         NEOCPV0445
A10a1Gd 21.9  0.15  K18BI 345.21898   62.82573   68.86381    7.83627  0.6699568  0.26856871   2.3792082                  4   1    0 days 0.24         NEOCPV0446
A10a1Gd 21.9  0.15  K18BI 343.69374   62.42596   69.18594    7.63382  0.6472129  0.29266278   2.2467654                  4   1    0 days 0.24         NEOCPV0447
A10a1Gd 21.9  0.15  K18BI 342.13305   62.00027   69.52703    7.43077  0.6245766  0.31672942   2.1314597                  4   1    0 days 0.24         NEOCPV0448
A10a1Gd 21.9  0.15  K18BI 340.54028   61.54563   69.88897    7.22711  0.6020474  0.34069425   2.0302967                  4   1    0 days 0.24         NEOCPV0449
A10a1Gd 21.9  0.15  K18BI 338.91845   61.05985   70.27344    7.02293  0.5796249  0.36449315   1.9409297                  4   1    0 days 0.24         NEOCPV0450
A10a1Gd 21.9  0.15  K18BI 337.27087   60.53914   70.68286    6.81820  0.5573085  0.38806182   1.8615246                  4   1    0 days 0.24         NEOCPV0451
A10a1Gd 21.9  0.15  K18BI 335.60056   59.98045   71.11945    6.61298  0.5350978  0.41134528   1.7905991                  4   1    0 days 0.24         NEOCPV0452
A10a1Gd 21.9  0.15  K18BI 333.91088   59.37926   71.58609    6.40733  0.5129924  0.43428806   1.7269673                  4   1    0 days 0.24         NEOCPV0453
A10a1Gd 21.9  0.15  K18BI 332.20526   58.73067   72.08598    6.20128  0.4909921  0.45683925   1.6696564                  4   1    0 days 0.24         NEOCPV0454
A10a1Gd 21.9  0.15  K18BI 330.48718   58.02948   72.62263    5.99488  0.4690967  0.47895338   1.6178586                  4   1    0 days 0.24         NEOCPV0455
A10a1Gd 21.9  0.15  K18BI 328.76052   57.26936   73.20007    5.78823  0.4473059  0.50058604   1.5709061                  4   1    0 days 0.24         NEOCPV0456
A10a1Gd 21.9  0.15  K18BI 327.02928   56.44335   73.82289    5.58137  0.4256199  0.52169865   1.5282330                  4   1    0 days 0.24         NEOCPV0457
A10a1Gd 21.9  0.15  K18BI 325.29848   55.54201   74.49676    5.37444  0.4040387  0.54224733   1.4893763                  4   1    0 days 0.24         NEOCPV0458
A10a1Gd 21.9  0.15  K18BI 323.57320   54.55563   75.22784    5.16750  0.3825628  0.56219878   1.4539276                  4   1    0 days 0.24         NEOCPV0459
A10a1Gd 21.9  0.15  K18BI 321.85978   53.47159   76.02363    4.96071  0.3611928  0.58151526   1.4215494                  4   1    0 days 0.24         NEOCPV0460
A10a1Gd 21.9  0.15  K18BI 320.16512   52.27626   76.89236    4.75417  0.3399296  0.60016967   1.3919384                  4   1    0 days 0.24         NEOCPV0461
A10a1Gd 21.9  0.15  K18BI 318.49849   50.95046   77.84491    4.54809  0.3187748  0.61812213   1.3648550                  4   1    0 days 0.24         NEOCPV0462
A10a1Gd 21.9  0.15  K18BI 316.87002   49.47450   78.89228    4.34268  0.2977304  0.63535165   1.3400673                  4   1    0 days 0.23         NEOCPV0463
A10a1Gd 21.9  0.15  K18BI 315.29296   47.82249   80.04835    4.13820  0.2767994  0.65183219   1.3173834                  4   1    0 days 0.23         NEOCPV0464
A10a1Gd 21.9  0.15  K18BI 313.78509   45.95959   81.33102    3.93496  0.2559859  0.66752752   1.2966515                  4   1    0 days 0.23         NEOCPV0465
A10a1Gd 21.8  0.15  K18BI 312.36834   43.84611   82.75942    3.73333  0.2352958  0.68242048   1.2777170                  4   1    0 days 0.24         NEOCPV0466
A10a1Gd 21.8  0.15  K18BI 311.07447   41.42438   84.36009    3.53385  0.2147373  0.69646553   1.2604810                  4   1    0 days 0.23         NEOCPV0467
A10a1Gd 21.8  0.15  K18BI 309.94411   38.62863   86.15966    3.33707  0.1943227  0.70965837   1.2448103                  4   1    0 days 0.23         NEOCPV0468
A10a1Gd 21.8  0.15  K18BI 309.03778   35.36483   88.19261    3.14379  0.1740699  0.72197067   1.2306173                  4   1    0 days 0.23         NEOCPV0469
A10a1Gd 21.8  0.15  K18BI 308.44652   31.49890   90.50268    2.95509  0.1540066  0.73335694   1.2178462                  4   1    0 days 0.23         NEOCPV0470
A10a1Gd 21.8  0.15  K18BI 308.30800   26.84814   93.13631    2.77199  0.1341772  0.74381344   1.2064057                  4   1    0 days 0.23         NEOCPV0471
A10a1Gd 21.8  0.15  K18BI 308.85628   21.11600   96.15599    2.59701  0.1146559  0.75322131   1.1963392                  4   1    0 days 0.23         NEOCPV0472
A10a1Gd 21.8  0.15  K18BI 310.48336   13.85963   99.61459    2.43171  0.0955766  0.76160681   1.1875416                  4   1    0 days 0.23         NEOCPV0473
A10a1Gd 21.8  0.15  K18BI 313.93634    4.26699  103.57731    2.28028  0.0772003  0.76878964   1.1801332                  4   1    0 days 0.24         NEOCPV0474
A10a1Gd 21.8  0.15  K18BI 320.68554  350.83660  108.07741    2.14723  0.0600901  0.77463655   1.1741873                  4   1    0 days 0.24         NEOCPV0475
A10a1Gd 21.7  0.15  K18BI 333.63146  330.69752  113.08965    2.03815  0.0455818  0.77895303   1.1698456                  4   1    0 days 0.23         NEOCPV0476
A10a1Gd 21.7  0.15  K18BI 356.46853  300.19024  118.58969    1.94622  0.0367528  0.78233519   1.1664715                  4   1    0 days 0.23         NEOCPV0477
A10a1Gd 21.7  0.15  K18BI  24.86589  263.25819  124.96280    1.84061  0.0376887  0.78700792   1.1618498                  4   1    0 days 0.24         NEOCPV0478
A10a1Gd 21.8  0.15  K18BI  45.75823  232.61503  132.53701    1.73631  0.0477216  0.79245900   1.1565157                  4   1    0 days 0.28         NEOCPV0479
A10a1Gd 21.8  0.15  K18BI  57.26088  210.55947  140.90199    1.66936  0.0625484  0.79671814   1.1523903                  4   1    0 days 0.32         NEOCPV0480
A10a1Gd 21.8  0.15  K18BI  63.21852  193.83900  149.47548    1.64916  0.0794752  0.79919515   1.1500079                  4   1    0 days 0.23         NEOCPV0481
A10a1Gd 21.8  0.15  K18BI  66.23682  180.14357  157.96456    1.66928  0.0973682  0.80041798   1.1488363                  4   1    0 days 0.25         NEOCPV0482
A10a1Gd 21.8  0.15  K18BI  67.60284  168.54669  166.01023    1.72673  0.1157433  0.80044965   1.1488060                  4   1    0 days 0.24         NEOCPV0483
A10a1Gd 21.8  0.15  K18BI  67.97679  158.63495  173.36654    1.81667  0.1343715  0.79939903   1.1498124                  4   1    0 days 0.25         NEOCPV0484
A10a1Gd 21.8  0.15  K18BI  67.71558  150.17069  179.91511    1.93427  0.1531338  0.79730379   1.1518259                  4   1    0 days 0.24         NEOCPV0485
A10a1Gd 21.8  0.15  K18BI  67.02642  142.96333  185.64012    2.07478  0.1719629  0.79418367   1.1548407                  4   1    0 days 0.24         NEOCPV0486
A10a1Gd 21.8  0.15  K18BI  66.03668  136.84122  190.58676    2.23374  0.1908187  0.79004843   1.1588669                  4   1    0 days 0.23         NEOCPV0487
A10a1Gd 21.9  0.15  K18BI  64.83024  131.62631  194.85001    2.40774  0.2096758  0.78492231   1.1639070                  4   1    0 days 0.23         NEOCPV0488
A10a1Gd 21.9  0.15  K18BI  63.46608  127.15943  198.53075    2.59392  0.2285175  0.77885281   1.1699459                  4   1    0 days 0.23         NEOCPV0489
A10a1Gd 21.9  0.15  K18BI  61.97932  123.33220  201.70337    2.78972  0.2473329  0.77180056   1.1770620                  4   1    0 days 0.23         NEOCPV0490
A10a1Gd 21.9  0.15  K18BI  60.40178  120.01975  204.46158    2.99379  0.2661142  0.76381930   1.1852473                  4   1    0 days 0.23         NEOCPV0491
A10a1Gd 21.9  0.15  K18BI  58.75464  117.13788  206.86923    3.20458  0.2848563  0.75492290   1.1945408                  4   1    0 days 0.23         NEOCPV0492
A10a1Gd 21.9  0.15  K18BI  57.05186  114.62169  208.97836    3.42089  0.3035554  0.74509740   1.2050193                  4   1    0 days 0.23         NEOCPV0493
A10a1Gd 21.9  0.15  K18BI  55.30718  112.40862  210.83857    3.64197  0.3222090  0.73437239   1.2167233                  4   1    0 days 0.23         NEOCPV0494
A10a1Gd 21.9  0.15  K18BI  53.53056  110.45131  212.48821    3.86712  0.3408155  0.72276304   1.2297177                  4   1    0 days 0.23         NEOCPV0495
A10a1Gd 21.9  0.15  K18BI  51.72984  108.71161  213.95852    4.09580  0.3593737  0.71028271   1.2440807                  4   1    0 days 0.23         NEOCPV0496
A10a1Gd 21.9  0.15  K18BI  49.91143  107.15848  215.27513    4.32753  0.3778830  0.69694539   1.2599023                  4   1    0 days 0.23         NEOCPV0497
A10a1Gd 21.9  0.15  K18BI  48.08184  105.76290  216.46133    4.56212  0.3963430  0.68278305   1.2772647                  4   1    0 days 0.23         NEOCPV0498
A10a1Gd 21.9  0.15  K18BI  46.24530  104.50517  217.53366    4.79912  0.4147539  0.66780852   1.2962877                  4   1    0 days 0.23         NEOCPV0499
A10a1Gd 21.9  0.15  K18BI  44.40561  103.36770  218.50698    5.03833  0.4331157  0.65203888   1.3171050                  4   1    0 days 0.23         NEOCPV0500
A10a1Gd 21.9  0.15  K18BI  42.56654  102.33487  219.39412    5.27956  0.4514289  0.63549948   1.3398595                  4   1    0 days 0.23         NEOCPV0501
A10a1Gd 21.9  0.15  K18BI  40.73161  101.39335  220.20586    5.52265  0.4696939  0.61821924   1.3647121                  4   1    0 days 0.23         NEOCPV0502
A10a1Gd 21.9  0.15  K18BI  38.90325  100.53334  220.95077    5.76743  0.4879113  0.60021755   1.3918644                  4   1    0 days 0.23         NEOCPV0503
A10a1Gd 21.9  0.15  K18BI  37.08476   99.74416  221.63711    6.01386  0.5060819  0.58153193   1.4215223                  4   1    0 days 0.23         NEOCPV0504
A10a1Gd 21.9  0.15  K18BI  35.27785   99.01976  222.27063    6.26168  0.5242064  0.56218073   1.4539587                  4   1    0 days 0.23         NEOCPV0505
A10a1Gd 21.9  0.15  K18BI  33.48538   98.35199  222.85756    6.51093  0.5422857  0.54220420   1.4894553                  4   1    0 days 0.23         NEOCPV0506
A10a1Gd 21.9  0.15  K18BI  31.70956   97.73490  223.40282    6.76153  0.5603206  0.52163637   1.5283546                  4   1    0 days 0.23         NEOCPV0507
A10a1Gd 21.9  0.15  K18BI  29.95216   97.16427  223.91030    7.01335  0.5783121  0.50050781   1.5710698                  4   1    0 days 0.23         NEOCPV0508
A10a1Gd 21.9  0.15  K18BI  28.21551   96.63504  224.38387    7.26635  0.5962613  0.47886132   1.6180659                  4   1    0 days 0.23         NEOCPV0509
A10a1Gd 21.9  0.15  K18BI  26.50140   96.14372  224.82671    7.52049  0.6141690  0.45673444   1.6699118                  4   1    0 days 0.23         NEOCPV0510
A10a1Gd 21.9  0.15  K18BI  24.81203   95.68654  225.24170    7.77569  0.6320364  0.43417383   1.7272702                  4   1    0 days 0.23         NEOCPV0511
A10a1Gd 21.9  0.15  K18BI  23.14932   95.26056  225.63134    8.03192  0.6498645  0.41122523   1.7909476                  4   1    0 days 0.23         NEOCPV0512
A10a1Gd 21.9  0.15  K18BI  21.51536   94.86294  225.99792    8.28919  0.6676545  0.38793941   1.8619161                  4   1    0 days 0.23         NEOCPV0513
A10a1Gd 21.9  0.15  K18BI  19.91214   94.49153  226.34331    8.54739  0.6854074  0.36436869   1.9413716                  4   1    0 days 0.23         NEOCPV0514
A10a1Gd 21.7  0.15  K18BI 346.68942   62.65124   69.19648    8.10338  0.6930513  0.24160618   2.5530776                  4   1    0 days 0.24         NEOCPV0515
A10a1Gd 21.7  0.15  K18BI 345.20052   62.26491   69.51366    7.90376  0.6702112  0.26536376   2.3983265                  4   1    0 days 0.24         NEOCPV0516
A10a1Gd 21.7  0.15  K18BI 343.67270   61.85430   69.84875    7.70354  0.6474783  0.28917022   2.2648199                  4   1    0 days 0.24         NEOCPV0517
A10a1Gd 21.7  0.15  K18BI 342.10927   61.41726   70.20328    7.50274  0.6248521  0.31294828   2.1485939                  4   1    0 days 0.24         NEOCPV0518
A10a1Gd 21.7  0.15  K18BI 340.51342   60.95154   70.57888    7.30140  0.6023320  0.33662759   2.0466154                  4   1    0 days 0.24         NEOCPV0519
A10a1Gd 21.7  0.15  K18BI 338.88835   60.45411   70.97753    7.09954  0.5799177  0.36014116   1.9565346                  4   1    0 days 0.24         NEOCPV0520
A10a1Gd 21.7  0.15  K18BI 337.23719   59.92187   71.40139    6.89719  0.5576086  0.38342817   1.8764919                  4   1    0 days 0.24         NEOCPV0521
A10a1Gd 21.7  0.15  K18BI 335.56310   59.35125   71.85284    6.69442  0.5354042  0.40643157   1.8050023                  4   1    0 days 0.24         NEOCPV0522
A10a1Gd 21.7  0.15  K18BI 333.86915   58.73863   72.33445    6.49125  0.5133043  0.42910067   1.7408576                  4   1    0 days 0.24         NEOCPV0523
A10a1Gd 21.7  0.15  K18BI 332.15895   58.07850   72.84960    6.28775  0.4913084  0.45138143   1.6830884                  4   1    0 days 0.24         NEOCPV0524
A10a1Gd 21.7  0.15  K18BI 330.43590   57.36593   73.40171    6.08394  0.4694164  0.47322997   1.6308770                  4   1    0 days 0.24         NEOCPV0525
A10a1Gd 21.7  0.15  K18BI 328.70368   56.59512   73.99451    5.87995  0.4476282  0.49460415   1.5835467                  4   1    0 days 0.24         NEOCPV0526
A10a1Gd 21.7  0.15  K18BI 326.96658   55.75833   74.63286    5.67581  0.4259436  0.51546057   1.5405380                  4   1    0 days 0.24         NEOCPV0527
A10a1Gd 21.7  0.15  K18BI 325.22907   54.84779   75.32165    5.47168  0.4043628  0.53576310   1.5013692                  4   1    0 days 0.24         NEOCPV0528
A10a1Gd 21.7  0.15  K18BI 323.49660   53.85271   76.06744    5.26760  0.3828862  0.55547177   1.4656425                  4   1    0 days 0.24         NEOCPV0529
A10a1Gd 21.7  0.15  K18BI 321.77479   52.76264   76.87665    5.06371  0.3615143  0.57455846   1.4330012                  4   1    0 days 0.24         NEOCPV0530
A10a1Gd 21.7  0.15  K18BI 320.07109   51.56266   77.75784    4.86018  0.3402481  0.59298558   1.4031582                  4   1    0 days 0.24         NEOCPV0531
A10a1Gd 21.7  0.15  K18BI 318.39382   50.23659   78.72021    4.65719  0.3190889  0.61072535   1.3758532                  4   1    0 days 0.23         NEOCPV0532
A10a1Gd 21.7  0.15  K18BI 316.75382   48.76277   79.77563    4.45493  0.2980387  0.62774290   1.3508740                  4   1    0 days 0.24         NEOCPV0533
A10a1Gd 21.7  0.15  K18BI 315.16333   47.11912   80.93545    4.25373  0.2771002  0.64402288   1.3280116                  4   1    0 days 0.23         NEOCPV0534
A10a1Gd 21.7  0.15  K18BI 313.63974   45.27211   82.21668    4.05381  0.2562774  0.65952924   1.3071136                  4   1    0 days 0.23         NEOCPV0535
A10a1Gd 21.7  0.15  K18BI 312.20533   43.18215   83.63766    3.85563  0.2355757  0.67423226   1.2880410                  4   1    0 days 0.23         NEOCPV0536
A10a1Gd 21.7  0.15  K18BI 310.88885   40.80100   85.21922    3.65956  0.2150032  0.68811910   1.2706530                  4   1    0 days 0.23         NEOCPV0537
A10a1Gd 21.7  0.15  K18BI 309.73223   38.06111   86.98778    3.46631  0.1945712  0.70115275   1.2548571                  4   1    0 days 0.23         NEOCPV0538
A10a1Gd 21.7  0.15  K18BI 308.79332   34.87652   88.97270    3.27648  0.1742970  0.71332154   1.2405449                  4   1    0 days 0.23         NEOCPV0539
A10a1Gd 21.7  0.15  K18BI 308.16225   31.11927   91.21231    3.09134  0.1542068  0.72456349   1.2276797                  4   1    0 days 0.23         NEOCPV0540
A10a1Gd 21.7  0.15  K18BI 307.97146   26.62226   93.74301    2.91162  0.1343428  0.73490143   1.2161393                  4   1    0 days 0.23         NEOCPV0541
A10a1Gd 21.6  0.15  K18BI 308.44948   21.10133   96.62047    2.73937  0.1147758  0.74422559   1.2059602                  4   1    0 days 0.23         NEOCPV0542
A10a1Gd 21.6  0.15  K18BI 309.98361   14.12926   99.88611    2.57673  0.0956332  0.75251606   1.1970865                  4   1    0 days 0.23         NEOCPV0543
A10a1Gd 21.6  0.15  K18BI 313.30309    4.92791  103.59000    2.42631  0.0771648  0.75969813   1.1895298                  4   1    0 days 0.24         NEOCPV0544
A10a1Gd 21.6  0.15  K18BI 319.87692  352.00141  107.76011    2.29342  0.0599120  0.76554914   1.1834611                  4   1    0 days 0.23         NEOCPV0545
A10a1Gd 21.6  0.15  K18BI 332.65104  332.42016  112.38507    2.18105  0.0451764  0.77002670   1.1788689                  4   1    0 days 0.23         NEOCPV0546
A10a1Gd 21.5  0.15  K18BI 355.64964  302.17893  117.45530    2.08323  0.0360426  0.77365390   1.1751814                  4   1    0 days 0.23         NEOCPV0547
A10a1Gd 21.6  0.15  K18BI  24.77571  265.05796  123.28527    1.97424  0.0368022  0.77822667   1.1705734                  4   1    0 days 0.24         NEOCPV0548
A10a1Gd 21.6  0.15  K18BI  46.13253  234.67805  130.12947    1.86632  0.0468782  0.78334705   1.1654668                  4   1    0 days 0.24         NEOCPV0549
A10a1Gd 21.6  0.15  K18BI  57.70300  213.42665  137.62146    1.79373  0.0618014  0.78707215   1.1617866                  4   1    0 days 0.29         NEOCPV0550
A10a1Gd 21.6  0.15  K18BI  63.64838  197.34952  145.56170    1.75732  0.0788099  0.78962241   1.1592837                  4   1    0 days 0.23         NEOCPV0551
A10a1Gd 21.6  0.15  K18BI  66.62709  184.19022  153.55213    1.75936  0.0967654  0.79086982   1.1580644                  4   1    0 days 0.23         NEOCPV0552
A10a1Gd 21.7  0.15  K18BI  67.94755  172.96062  161.27419    1.79767  0.1151889  0.79086210   1.1580719                  4   1    0 days 0.23         NEOCPV0553
A10a1Gd 21.7  0.15  K18BI  68.28623  163.17380  168.53874    1.86780  0.1338561  0.78984179   1.1590691                  4   1    0 days 0.24         NEOCPV0554
A10a1Gd 21.7  0.15  K18BI  67.99291  154.66984  175.15707    1.96647  0.1526508  0.78776004   1.1611101                  4   1    0 days 0.24         NEOCPV0555
A10a1Gd 21.7  0.15  K18BI  67.27189  147.33611  181.03847    2.08917  0.1715079  0.78461179   1.1642140                  4   1    0 days 0.23         NEOCPV0556
A10a1Gd 21.7  0.15  K18BI  66.26390  140.95902  186.25603    2.23222  0.1903882  0.78057324   1.1682262                  4   1    0 days 0.23         NEOCPV0557
A10a1Gd 21.7  0.15  K18BI  65.04058  135.47174  190.80627    2.39200  0.2092673  0.77553523   1.1732801                  4   1    0 days 0.23         NEOCPV0558
A10a1Gd 21.7  0.15  K18BI  63.65734  130.75192  194.75702    2.56523  0.2281294  0.76950825   1.1793984                  4   1    0 days 0.23         NEOCPV0559
A10a1Gd 21.7  0.15  K18BI  62.15810  126.65831  198.20618    2.74985  0.2469636  0.76256530   1.1865463                  4   1    0 days 0.23         NEOCPV0560
A10a1Gd 21.7  0.15  K18BI  60.56806  123.10498  201.21551    2.94376  0.2657627  0.75468411   1.1947928                  4   1    0 days 0.23         NEOCPV0561
A10a1Gd 21.7  0.15  K18BI  58.90826  120.00673  203.85009    3.14533  0.2845216  0.74587911   1.2041773                  4   1    0 days 0.23         NEOCPV0562
A10a1Gd 21.7  0.15  K18BI  57.19578  117.28725  206.16991    3.35349  0.3032369  0.73617898   1.2147319                  4   1    0 days 0.23         NEOCPV0563
A10a1Gd 21.7  0.15  K18BI  55.44160  114.89284  208.21875    3.56708  0.3219061  0.72558031   1.2265325                  4   1    0 days 0.23         NEOCPV0564
A10a1Gd 21.7  0.15  K18BI  53.65624  112.77267  210.03774    3.78531  0.3405276  0.71410716   1.2396349                  4   1    0 days 0.23         NEOCPV0565
A10a1Gd 21.7  0.15  K18BI  51.84821  110.88362  211.66234    4.00774  0.3591003  0.70178321   1.2541055                  4   1    0 days 0.23         NEOCPV0566
A10a1Gd 21.7  0.15  K18BI  50.02318  109.19546  213.11820    4.23369  0.3776238  0.68861405   1.2700441                  4   1    0 days 0.23         NEOCPV0567
A10a1Gd 21.7  0.15  K18BI  48.18680  107.67985  214.42891    4.46277  0.3960978  0.67462025   1.2875471                  4   1    0 days 0.23         NEOCPV0568
A10a1Gd 21.7  0.15  K18BI  46.34395  106.31332  215.61404    4.69461  0.4145222  0.65982435   1.3067239                  4   1    0 days 0.23         NEOCPV0569
